Emotion,Video_ID,Gender,energy_trend,f0_trend,energy_dynamism,f0_dynamism,energy_burst_count,energy_burst_rate,energy_mean_burst_magnitude,energy_max_burst_magnitude,energy_burst_coverage,energy_first_burst_position,energy_peak_count,energy_peak_rate,energy_mean_peak_prominence,energy_max_peak_prominence,energy_peak_position_mean,energy_peak_position_std,energy_peak_width_mean,mean_attack_rate,mean_decay_rate,attack_decay_ratio,envelope_modulation,attack_count,decay_count
joy,dia4_utt1_enhanced.wav,female,-0.04162065678953989,-0.8,0.18727881601081972,0.3581730176127763,0,0.0,0.0,0.0,0.0,0.0,1,0.07692307692307693,0.7704787105321884,0.7704787105321884,0.46153846153846156,0.0,0.0,0.05800214835575649,0.0,0.0,0.21374144,2,0
joy,dia4_utt8_enhanced.wav,female,0.08788262653876075,-0.37950716873878626,0.050433021843315926,0.04996396526066853,6,0.007434944237918215,2.0978081226348877,2.556380033493042,0.06815365551425032,0.07187112763320942,41,0.05080545229244114,0.3885218019814801,0.986242045648396,0.513252939220842,0.2830363448923257,0.0,0.04115148912321262,0.048237795560600885,0.853096387282338,0.0619541,38,40
joy,dia4_utt10_enhanced.wav,female,-0.32927673327749657,0.9668377462585702,0.035096958553895025,0.17571555571993167,1,0.006493506493506494,3.167484998703003,3.167484998703003,0.05194805194805195,0.33116883116883117,3,0.01948051948051948,0.5662494269975772,0.997512744506821,0.21428571428571427,0.10955888082115812,0.0,0.03437282965782492,0.049011456658658775,0.7013223438188166,0.049678434,2,2
joy,dia11_utt8_enhanced.wav,female,-0.3852180660610811,-0.20462853118975718,0.04984402811755795,0.14919652357984198,4,0.02247191011235955,2.258408546447754,2.8332631587982178,0.11797752808988764,0.0056179775280898875,6,0.033707865168539325,0.42890666658543825,0.9998569721647073,0.25374531835205993,0.1584832910031595,0.0,0.0710768048063157,0.06701318989096045,1.0606390312409737,0.067593314,5,7
joy,dia11_utt9_enhanced.wav,female,0.10658151620315756,0.14988931944739725,0.02791070471953734,0.06914257338847288,5,0.007429420505200594,2.9140219688415527,3.7906644344329834,0.09063893016344725,0.3640416047548291,10,0.014858841010401188,0.4821269848238444,0.9996133627428208,0.6533432392273404,0.21851596693128922,0.0,0.054635348309555416,0.05472016616301103,0.9984499708351956,0.041083787,8,10
joy,dia13_utt0_enhanced.wav,female,-0.12778453836276013,-0.05011987199772375,0.04188330443231862,0.09338097272189264,5,0.012195121951219513,2.168896198272705,2.787121295928955,0.0951219512195122,0.17073170731707318,12,0.02926829268292683,0.4521772383616091,0.9999979852825618,0.43434959349593494,0.2549479779849552,0.0,0.05450289781497809,0.04788528351924148,1.1381972457796452,0.05693409,13,14
joy,dia17_utt8_enhanced.wav,female,-0.36759093558867445,-0.1322657624520167,0.028122689822380784,0.4864142273255989,1,0.009174311926605505,3.245911121368408,3.245911121368408,0.08256880733944955,0.0,1,0.009174311926605505,0.2412225604057312,0.2412225604057312,0.009174311926605505,0.0,0.0,0.07318435112635295,0.10775134298536512,0.6791966494217423,0.045144692,1,1
joy,dia17_utt9_enhanced.wav,female,0.5582582681057715,1.0852168142865999,0.047066111905642825,0.11659412199688883,1,0.009009009009009009,2.062316656112671,2.062316656112671,0.06306306306306306,0.42342342342342343,3,0.02702702702702703,0.5268177141745886,0.8665774166584015,0.7417417417417417,0.22242503528097549,0.0,0.0658036070046844,0.04329595693520137,1.5198557016113299,0.061766885,4,5
joy,dia17_utt10_enhanced.wav,female,-0.2152236378849472,-1.0846858037047729,0.14037202888370012,0.3027985316062628,0,0.0,0.0,0.0,0.0,0.0,1,0.07692307692307693,0.7100799977779388,0.7100799977779388,0.5384615384615384,0.0,0.0,0.0748639769024319,0.0,0.0,0.17245404,1,0
joy,dia20_utt2_enhanced.wav,female,0.18614121844154352,-0.45788865664295986,0.058875148920186166,0.05394821385386626,8,0.017278617710583154,1.9905726909637451,2.7749834060668945,0.0734341252699784,0.09071274298056156,23,0.04967602591792657,0.44186312469157757,0.9999857306247577,0.5513193727110527,0.2860795283595242,0.0,0.06443101682123684,0.05624690395037708,1.145503348559061,0.07332564,20,22
joy,dia20_utt3_enhanced.wav,female,-0.3320655424437898,-1.0994415300689246,0.0759182195391341,0.10712101664830603,2,0.024390243902439025,2.1413936614990234,2.231827735900879,0.08536585365853659,0.012195121951219513,6,0.07317073170731707,0.38021548464894295,0.9429222941398621,0.42276422764227645,0.30792515226675815,0.0,0.05987616447788297,0.06771906229441398,0.8841847841537825,0.08897263,6,7
joy,dia20_utt4_enhanced.wav,female,0.2501004486827366,0.6960762291939608,0.05039640148216449,0.10562813522055893,1,0.00819672131147541,1.804255485534668,1.804255485534668,0.1557377049180328,0.7622950819672131,4,0.03278688524590164,0.5319310538470745,0.9422642365098,0.4323770491803279,0.2841423324498297,0.0,0.04988016418757893,0.05943221533671021,0.8392782248648377,0.062821776,3,4
joy,dia20_utt13_enhanced.wav,female,-0.6703732509127526,-1.05747735815102,0.12148629594435556,0.27200152728379967,0,0.0,0.0,0.0,0.0,0.0,1,0.07692307692307693,0.25002628564834595,0.25002628564834595,0.07692307692307693,0.0,0.0,0.12501314282417297,0.14263814687728882,0.8764355508048027,0.13614507,1,1
joy,dia21_utt2_enhanced.wav,female,0.14185428695257485,0.34867172683197883,0.034837390995289576,0.06470510195882738,5,0.008305647840531562,2.385676860809326,3.1044747829437256,0.07973421926910298,0.4485049833887043,15,0.024916943521594685,0.41396427048894113,0.9703380111604929,0.4732004429678849,0.3525379120915092,0.0,0.04351228221072945,0.04301737404709297,1.0115048436730396,0.04750596,15,13
joy,dia21_utt13_enhanced.wav,female,-0.5492566472218917,-1.1852345441340246,0.03568960404713051,0.07909557925838624,1,0.007936507936507936,2.5963804721832275,2.5963804721832275,0.1111111111111111,0.06349206349206349,2,0.015873015873015872,0.5513207623152994,0.9986827546963468,0.26190476190476186,0.1825396825396825,0.0,0.07276923954486847,0.04844620906644398,1.5020626163971973,0.05485091,1,3
joy,dia23_utt3_enhanced.wav,female,0.4749444566354235,-0.6786867121431639,0.05699353661019132,0.1255447067190358,2,0.015037593984962405,1.9632501602172852,2.260361433029175,0.12030075187969924,0.6616541353383458,4,0.03007518796992481,0.5862939192084013,0.9989438256016001,0.6090225563909775,0.27151082834989154,0.0,0.0547858443387487,0.06085934720578648,0.9002042718844623,0.07463205,5,4
joy,dia24_utt7_enhanced.wav,female,-0.2968375260762821,-0.7325614495036178,0.04607965292231115,0.06551707386738546,5,0.012853470437017995,1.974910020828247,2.3287341594696045,0.10539845758354756,0.17480719794344474,12,0.030848329048843187,0.48940399318720057,0.9998362038168125,0.38024850042844904,0.21433705269866876,0.0,0.06088512881273973,0.06247877516837979,0.9744929961999864,0.06412983,10,12
joy,dia25_utt0_enhanced.wav,female,0.04132425940069408,0.2200932482649066,0.0644473253093311,0.11201741215055717,6,0.01643835616438356,2.1969401836395264,2.699984312057495,0.08767123287671233,0.06301369863013699,16,0.043835616438356165,0.5389500365363347,0.9998572465119651,0.5960616438356164,0.27896137547237954,0.0,0.09102982298677995,0.07164773209353689,1.2705192519972512,0.0856192,16,11
joy,dia26_utt7_enhanced.wav,female,-0.271129283494009,0.13399943276575277,0.06799542752787924,0.13611924705121092,2,0.02127659574468085,1.991767406463623,2.0876212120056152,0.09574468085106383,0.1702127659574468,4,0.0425531914893617,0.6479503529990325,0.972488896921277,0.40957446808510634,0.32603389193025434,0.0,0.07228228234109424,0.06732988454350267,1.0735542297624432,0.08502751,5,5
