Emotion,Audio_ID,Gender,energy_trend,f0_trend,energy_dynamism,f0_dynamism,energy_burst_count,energy_burst_rate,energy_mean_burst_magnitude,energy_max_burst_magnitude,energy_burst_coverage,energy_first_burst_position,energy_peak_count,energy_peak_rate,energy_mean_peak_prominence,energy_max_peak_prominence,energy_peak_position_mean,energy_peak_position_std,energy_peak_width_mean,mean_attack_rate,mean_decay_rate,attack_decay_ratio,envelope_modulation,attack_count,decay_count
neutral,dia0_utt0_enhanced.wav,male,-0.03193255485072046,-0.2806489072684126,0.05257243018054079,0.09725410084362371,6.0,0.01056338028169014,1.9669345617294312,2.2276623249053955,0.10387323943661972,0.01584507042253521,27.0,0.04753521126760563,0.40716484896148797,0.9994120076298714,0.4687663015127804,0.3015391211263251,0.0,0.04712273141521276,0.039923952023188276,1.1803122944302546,0.06563501,28.0,34.0
neutral,dia0_utt1_enhanced.wav,male,0.08497632050172799,0.7604776200429301,0.052498595680423005,0.10770656899588442,2.0,0.013513513513513514,2.030113458633423,2.4466564655303955,0.07432432432432433,0.22297297297297297,4.0,0.02702702702702703,0.6847173114656471,0.9970867612864822,0.5,0.2104922228843948,0.0,0.04659254488017824,0.05084512520606825,0.9163620837070439,0.066890486,5.0,7.0
neutral,dia0_utt2_enhanced.wav,male,-0.18251963889159842,-0.07685819069270092,0.03153250346239387,0.16879811219141527,4.0,0.013559322033898305,2.3150694370269775,3.236647844314575,0.09491525423728814,0.13220338983050847,6.0,0.020338983050847456,0.4990250958542977,0.9999902722365732,0.3615819209039548,0.18396576821518723,0.0,0.03917770058368191,0.048022024053380005,0.8158277656129825,0.045367204,6.0,5.0
neutral,dia0_utt3_enhanced.wav,male,-0.29234204727559016,-0.9580067027920092,0.062319335628988434,0.07913862407492742,6.0,0.02158273381294964,1.8131972551345825,1.9318876266479492,0.1223021582733813,0.12589928057553956,13.0,0.046762589928057555,0.5071325416664387,0.999890003244218,0.44770337576092967,0.2040487080150044,0.0,0.06402411920465392,0.04808505641089545,1.3314764291333323,0.079114325,13.0,6.0
neutral,dia0_utt5_enhanced.wav,male,-0.31226004157875037,-0.3247291647084052,0.055425091902643414,0.0905812454510375,6.0,0.018575851393188854,1.9265609979629517,2.5166585445404053,0.08668730650154799,0.0030959752321981426,15.0,0.04643962848297214,0.41728485299487755,0.8499801435827976,0.3919504643962848,0.3224113982281519,0.0,0.06082414907201258,0.0644789956111611,0.9433172538668408,0.071284235,15.0,10.0
neutral,dia0_utt6_enhanced.wav,male,0.27227608300397177,-0.9556618182301775,0.06024227755097943,0.05366476215775473,4.0,0.012903225806451613,1.9951732158660889,2.1935200691223145,0.09032258064516129,0.1064516129032258,16.0,0.05161290322580645,0.44164584086865943,0.976766362786293,0.597983870967742,0.26972370676615604,0.0,0.05858558428562467,0.052483933088458744,1.1162575065950553,0.07636509,16.0,12.0
neutral,dia0_utt7_enhanced.wav,male,-0.07695049969344805,-0.6213688779748181,0.04941670305065837,0.033360198181711785,10.0,0.017482517482517484,1.9759629964828491,2.6167185306549072,0.0979020979020979,0.055944055944055944,24.0,0.04195804195804196,0.42671094323304715,0.9999697048478993,0.45549242424242425,0.22571975876756423,0.0,0.05140369256137354,0.04868706521750383,1.0557977222848305,0.06349704,23.0,21.0
neutral,dia0_utt8_enhanced.wav,male,0.35471031665275615,0.9359572587813436,0.04691495782878701,0.14554787532862548,1.0,0.010309278350515464,2.1088733673095703,2.1088733673095703,0.12371134020618557,0.6185567010309279,3.0,0.030927835051546393,0.5473663333881026,0.9986790568800643,0.4914089347079038,0.13476750206960533,0.0,0.06569705438361596,0.039352666026626536,1.6694435477170584,0.06019152,3.0,3.0
neutral,dia0_utt9_enhanced.wav,male,0.6480568670466079,-0.3294291613755931,0.039135440500436235,0.10564155113789869,2.0,0.009009009009009009,1.9739036560058594,2.3311946392059326,0.10810810810810811,0.6891891891891891,6.0,0.02702702702702703,0.46416594336430234,0.9019961655139923,0.7575075075075075,0.1421220942734509,0.0,0.05929975838683987,0.04781186114996672,1.240272956554446,0.05214218,6.0,6.0
neutral,dia0_utt11_enhanced.wav,male,0.016291313495523173,-0.6390668683776334,0.04080775059605581,0.07089704281499705,11.0,0.013205282112845138,2.035001039505005,2.656453847885132,0.07563025210084033,0.20888355342136855,31.0,0.03721488595438175,0.3898359382567745,0.9999890591961957,0.5118692638345662,0.2728316095063747,0.0,0.04661652678094298,0.04691047655546924,0.9937338139343207,0.053731937,30.0,31.0
neutral,dia0_utt13_enhanced.wav,male,-0.047668999427416654,-0.4603897462375615,0.04291407300772898,0.13829145928048586,4.0,0.012738853503184714,2.164044141769409,2.5197153091430664,0.10828025477707007,0.1464968152866242,11.0,0.03503184713375796,0.40528959667294245,0.999924377494608,0.4782860451650261,0.3272017535164333,0.0,0.045078687221800445,0.054581818442904585,0.825892000446176,0.055964313,13.0,10.0
neutral,dia1_utt4_enhanced.wav,male,0.042899288352945306,0.0,0.044440279297541935,0.0,2.0,0.01694915254237288,2.356670379638672,2.8008580207824707,0.11016949152542373,0.3983050847457627,4.0,0.03389830508474576,0.41780878577264957,0.9982253132620826,0.6016949152542372,0.15371489107811065,0.0,0.04497144172588984,0.05514403464447739,0.8155268655227729,0.059383586,3.0,3.0
neutral,dia1_utt5_enhanced.wav,male,-0.14453549451652598,-1.390783565568714,0.025608135762051894,0.09642212398045763,1.0,0.006756756756756757,2.2258450984954834,2.2258450984954834,0.1554054054054054,0.35135135135135137,1.0,0.006756756756756757,0.9999676416773582,0.9999676416773582,0.3918918918918919,0.0,0.0,0.02694293137254386,0.03878912031650543,0.6946002165735938,0.037242513,1.0,1.0
neutral,dia1_utt8_enhanced.wav,female,-0.5271532818399076,-0.8023193864949366,0.025810112134352324,0.16181778692681134,2.0,0.009950248756218905,2.494349241256714,3.066509246826172,0.0945273631840796,0.0,3.0,0.014925373134328358,0.3185337036848068,0.4862021803855896,0.11276948590381426,0.07004547954209908,0.0,0.04398141470220354,0.051222002085830484,0.8586430227484235,0.037314683,2.0,5.0
neutral,dia2_utt0_enhanced.wav,female,-0.13812291368730853,0.6155108899323465,0.07150176424067113,0.19402789415427235,2.0,0.01834862385321101,2.0725674629211426,2.08524227142334,0.11009174311926606,0.1651376146788991,5.0,0.045871559633027525,0.6028391518630087,0.9981506024487317,0.5724770642201835,0.271881782634737,0.0,0.06612619870539868,0.10328932437631817,0.6402036135358813,0.09211878,4.0,3.0
neutral,dia2_utt1_enhanced.wav,female,-0.16256365349336674,-1.1580310396367857,0.0843189651503803,0.07250499061939303,3.0,0.02054794520547945,2.064784288406372,2.084031820297241,0.0958904109589041,0.22602739726027396,10.0,0.0684931506849315,0.49043456293875354,0.9984835776267573,0.43630136986301365,0.24262532478429408,0.0,0.08659417123601129,0.0692924183306068,1.2496918612777326,0.10477256,9.0,5.0
neutral,dia2_utt5_enhanced.wav,female,-0.22515345098402637,-0.708446569792705,0.055453451834239186,0.09584083095416476,2.0,0.009009009009009009,2.542384147644043,3.2182488441467285,0.04954954954954955,0.0945945945945946,12.0,0.05405405405405406,0.3465888164840483,0.998705756268464,0.384009009009009,0.28892177138313474,0.0,0.0438572394682676,0.052979009186937695,0.8278229461316704,0.068773694,11.0,10.0
neutral,dia2_utt8_enhanced.wav,male,0.3815627685929084,-0.5645340122220843,0.0758383233620497,0.14465140652982172,1.0,0.015384615384615385,1.7864965200424194,1.7864965200424194,0.06153846153846154,0.7076923076923077,3.0,0.046153846153846156,0.6269165873527527,0.9824065268039703,0.5487179487179487,0.12892107784591317,0.0,0.10108523225342786,0.08888958541901557,1.1371999517932656,0.09883517,3.0,2.0
neutral,dia2_utt9_enhanced.wav,female,0.020383929248612157,0.7990227602960882,0.0731357706480565,0.1104893572325402,4.0,0.02030456852791878,1.9378583431243896,2.234259605407715,0.08629441624365482,0.030456852791878174,9.0,0.04568527918781726,0.58250695065039,0.9998213333601598,0.4985899605188945,0.24569993591034472,0.0,0.09873377710212895,0.07449282433356152,1.3254132594036452,0.0961341,9.0,7.0
neutral,dia2_utt11_enhanced.wav,female,0.4800569649139748,0.5192166730041793,0.07645197891586189,0.11623366115062517,3.0,0.025423728813559324,1.876347541809082,2.155623197555542,0.0847457627118644,0.4067796610169492,7.0,0.059322033898305086,0.5084498370332378,0.9461567364633083,0.5351089588377723,0.21263436707118788,0.0,0.09643431386698491,0.06950327048383693,1.3874787933815405,0.09392547,6.0,6.0
neutral,dia3_utt3_enhanced.wav,female,-0.12127427429788519,-0.1916955510460368,0.05024601039426432,0.1081348320609639,4.0,0.01639344262295082,2.0738558769226074,2.420693874359131,0.10655737704918032,0.21721311475409835,10.0,0.040983606557377046,0.4806816738448106,0.99242461938411,0.4467213114754099,0.2731980861986533,0.0,0.048762860277920594,0.04986831616393472,0.9778325002516607,0.06349367,9.0,12.0
neutral,dia3_utt4_enhanced.wav,female,-0.08013504586085936,-0.32908194963223264,0.054356348732592034,0.0848260299721352,3.0,0.01056338028169014,2.4432525634765625,2.4784066677093506,0.07042253521126761,0.1443661971830986,12.0,0.04225352112676056,0.5001166567089967,0.9692322704941034,0.4744718309859155,0.25138529190030096,0.0,0.05281110666737054,0.05664196174165729,0.9323671893328979,0.069567576,12.0,12.0
neutral,dia3_utt5_enhanced.wav,female,-0.23564582261694525,0.1846629256651854,0.042406468012893175,0.08095312069755815,3.0,0.010238907849829351,2.3771543502807617,3.087991714477539,0.07167235494880546,0.06484641638225255,9.0,0.030716723549488054,0.5114234565634332,0.9997249829175416,0.3924914675767918,0.19621193093982037,0.0,0.048165004349180626,0.05351935227711996,0.8999549191063666,0.055597607,10.0,10.0
neutral,dia3_utt9_enhanced.wav,male,-0.26646095140490644,0.0,0.032026078106001415,0.0,1.0,0.006578947368421052,3.139341115951538,3.139341115951538,0.08552631578947369,0.14473684210526316,1.0,0.006578947368421052,0.999730705836555,0.999730705836555,0.17105263157894737,0.0,0.0,0.1566933790842692,0.04611373760483482,3.397976117811812,0.051374383,1.0,2.0
neutral,dia4_utt3_enhanced.wav,male,-0.4530685939210576,-0.4362710358202888,0.052803414498877654,0.09333273904640749,4.0,0.014492753623188406,2.0024375915527344,2.445335626602173,0.06884057971014493,0.2463768115942029,14.0,0.050724637681159424,0.3878142932496433,0.9576446078717709,0.45289855072463764,0.2771578433480182,0.0,0.05326361670747879,0.05275145080368162,1.009709039201656,0.067315914,12.0,11.0
neutral,dia4_utt4_enhanced.wav,male,0.15776359119518565,0.7665386619177443,0.04797877604207223,0.1571965122734379,1.0,0.007407407407407408,2.1874401569366455,2.1874401569366455,0.1259259259259259,0.5703703703703704,4.0,0.02962962962962963,0.45604243320121896,0.9999568139319308,0.5925925925925926,0.28750857326037554,0.0,0.055047477249588285,0.046736463076538504,1.1778271958543194,0.06544849,5.0,3.0
neutral,dia4_utt5_enhanced.wav,female,-0.4974841316745525,0.0,0.19593659606002667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.5650645792484283,0.5650645792484283,0.3333333333333333,0.0,0.0,0.1412661373615265,0.0,0.0,0.22679932,1.0,0.0
neutral,dia4_utt6_enhanced.wav,female,-1.1391443355879343,-1.1343581202200947,0.056870702899323874,0.13403874222841458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038461538461538464,0.3180878162384033,0.3180878162384033,0.07692307692307693,0.0,0.0,0.029950882707323347,0.04689336764185052,0.6387018935401291,0.07024678,1.0,1.0
neutral,dia4_utt7_enhanced.wav,male,-0.23110972472859334,-0.37954128113532587,0.06470214417539334,0.2014331250889423,2.0,0.01904761904761905,1.7149057388305664,1.8340989351272583,0.11428571428571428,0.22857142857142856,5.0,0.047619047619047616,0.47971798941871385,0.9999470136317541,0.4057142857142857,0.12235037602096553,0.0,0.05887291034062703,0.09073821041319105,0.6488215942604527,0.08523539,5.0,1.0
neutral,dia4_utt12_enhanced.wav,female,-0.563213502052172,-0.783500084487453,0.03272415025657426,0.16205676986238784,1.0,0.009523809523809525,2.206805944442749,2.206805944442749,0.12380952380952381,0.1523809523809524,2.0,0.01904761904761905,0.5685039361706004,0.9998127694707364,0.3666666666666667,0.1285714285714286,0.0,0.06229925528168678,0.047001348325499785,1.3254780448050971,0.04533233,1.0,3.0
neutral,dia4_utt13_enhanced.wav,male,0.09206242064582532,0.9415382311351509,0.0700234686549187,0.16109609684961923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.024390243902439025,0.9949238365516067,0.9949238365516067,0.5365853658536586,0.0,0.0,0.06857550342877707,0.06512518112476055,1.0529798496438223,0.082604416,2.0,2.0
neutral,dia4_utt14_enhanced.wav,female,0.021801125208815702,0.0,0.07416018493609676,0.0,1.0,0.014925373134328358,3.058401107788086,3.058401107788086,0.08955223880597014,0.4925373134328358,1.0,0.014925373134328358,0.9992126228171401,0.9992126228171401,0.5074626865671642,0.0,0.0,0.23930054903030396,0.13369549562533697,1.789892381272967,0.10949294,1.0,2.0
neutral,dia5_utt0_enhanced.wav,female,0.11380925391275083,-0.8549200677949184,0.04714990399117997,0.06878813874587995,2.0,0.011560693641618497,2.005875825881958,2.2895870208740234,0.06358381502890173,0.8439306358381503,7.0,0.04046242774566474,0.42264445866125505,0.9955585231073201,0.5161023947151115,0.29752489724130543,0.0,0.02732516914960012,0.046367915024360024,0.5893120088588082,0.058448173,7.0,5.0
neutral,dia5_utt1_enhanced.wav,male,0.5389215945509794,0.0,0.1339839783594432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,0.928040511906147,0.928040511906147,0.5,0.0,0.0,0.15467341740926108,0.0,0.0,0.16490099,1.0,0.0
neutral,dia5_utt2_enhanced.wav,female,0.009478930669669051,0.06183446166768022,0.0464407066672784,0.11993189747533552,3.0,0.010238907849829351,2.3840222358703613,2.9403958320617676,0.08532423208191127,0.5733788395904437,14.0,0.04778156996587031,0.35747042240421123,0.9998439719638554,0.5592393954168698,0.2914182939358046,0.0,0.04421979192937244,0.043301299540951424,1.021211658729835,0.05905374,14.0,13.0
neutral,dia6_utt3_enhanced.wav,male,0.08127293517311032,-0.29680894380168676,0.04027216034236035,0.08987004076310733,2.0,0.010050251256281407,2.7237892150878906,2.7441203594207764,0.09045226130653267,0.507537688442211,6.0,0.03015075376884422,0.46463553707508254,0.9999268670289894,0.46482412060301503,0.2761191075816331,0.0,0.06312906250357628,0.05638308471802509,1.1196454188217653,0.05564734,5.0,5.0
neutral,dia6_utt4_enhanced.wav,male,0.32931524986642174,-0.8153007846724112,0.04725836626834667,0.12637771164109143,5.0,0.019455252918287938,1.9690682888031006,2.678436756134033,0.09727626459143969,0.36964980544747084,8.0,0.0311284046692607,0.46865950521896593,0.9979549353010952,0.6882295719844358,0.1998920727657585,0.0,0.05283003795949064,0.058575862389066556,0.901907984018885,0.06368306,8.0,11.0
neutral,dia6_utt7_enhanced.wav,male,0.04762509226240331,0.42098392993225436,0.055422903269730754,0.07230736423442086,7.0,0.01383399209486166,1.9730108976364136,2.603517532348633,0.06521739130434782,0.1482213438735178,19.0,0.037549407114624504,0.5488475009785218,0.999856836249819,0.5179945912211359,0.27736615430149614,0.0,0.06832800813692265,0.04771978491089089,1.4318590971127456,0.07116712,19.0,19.0
neutral,dia6_utt12_enhanced.wav,male,0.10251028063531603,0.06316561375128324,0.07144190715862793,0.0932867808617173,2.0,0.015503875968992248,1.899124026298523,1.9160255193710327,0.08527131782945736,0.24806201550387597,8.0,0.06201550387596899,0.4759329988282843,0.9998573242774,0.44476744186046513,0.2345181455480804,0.0,0.060049250302993094,0.05717901574240791,1.0501973411629821,0.08671313,9.0,5.0
neutral,dia6_utt13_enhanced.wav,male,0.4139360242180886,0.8397050736560224,0.042963931375469,0.1976447392408579,1.0,0.010638297872340425,1.7378748655319214,1.7378748655319214,0.11702127659574468,0.5212765957446809,2.0,0.02127659574468085,0.6304193436808418,0.9998586177243851,0.6382978723404256,0.11702127659574468,0.0,0.04873075893050746,0.048742912922586715,0.9997506510926305,0.0524812,2.0,5.0
neutral,dia7_utt0_enhanced.wav,male,0.09756292982495346,-0.13807878323324874,0.06608734459333328,0.11286412472471176,6.0,0.020761245674740483,2.0106117725372314,2.638097047805786,0.08996539792387544,0.14186851211072665,16.0,0.05536332179930796,0.49420902114070486,0.9915645811706781,0.5410899653979239,0.26598869061874514,0.0,0.06904465237536106,0.05811596643488154,1.1880496292309795,0.0797708,17.0,19.0
neutral,dia8_utt0_enhanced.wav,female,-0.0226327022755803,-0.2174272316778718,0.05385980036730105,0.06789619367893222,6.0,0.014634146341463415,1.9073258638381958,2.364150285720825,0.09024390243902439,0.041463414634146344,17.0,0.041463414634146344,0.5055726465789656,0.9993399446248077,0.47718794835007167,0.2922269776821859,0.0,0.0554728864918,0.04678713491800811,1.1856440149415688,0.06849793,16.0,18.0
neutral,dia8_utt1_enhanced.wav,female,0.13362280327332712,-0.20142179352520145,0.046573988646721694,0.06531226554496825,9.0,0.012211668928086838,1.9994763135910034,2.7082555294036865,0.06919945725915876,0.05970149253731343,32.0,0.04341926729986431,0.4120732350031915,0.9980244762264192,0.524041723202171,0.30999277676869186,0.0,0.040685268453849524,0.04220267584986907,0.964044758644747,0.05878879,30.0,32.0
neutral,dia8_utt2_enhanced.wav,male,-0.6115495000539953,0.44141812550403453,0.08690605486032976,0.18992795855790207,3.0,0.022222222222222223,2.0393640995025635,2.260873556137085,0.08148148148148149,0.2,8.0,0.05925925925925926,0.5291623685043305,0.9632715210318565,0.3694444444444444,0.26824219498704477,0.0,0.08035978952215778,0.0873248340009333,0.9202398199955228,0.109576285,9.0,5.0
neutral,dia8_utt3_enhanced.wav,male,-0.17617682892742573,-0.5080994618111933,0.025558513741987216,0.05527895453563701,6.0,0.00909090909090909,2.427000045776367,3.161008596420288,0.0803030303030303,0.09545454545454546,12.0,0.01818181818181818,0.38486695633777873,0.9999962823073929,0.47335858585858587,0.30774952692791363,0.0,0.039609131864389455,0.03915233727958467,1.0116671089529812,0.036510862,10.0,10.0
neutral,dia8_utt5_enhanced.wav,male,0.28134256429959553,0.11936258877091312,0.03562376766447054,0.12618264799778292,4.0,0.015444015444015444,2.044393301010132,2.786691427230835,0.10424710424710425,0.3552123552123552,5.0,0.019305019305019305,0.5715494802068861,0.9388030879199505,0.6548262548262549,0.21520170151497026,0.0,0.06950886279344559,0.03851113927173544,1.8049027919685663,0.050884638,5.0,6.0
neutral,dia9_utt0_enhanced.wav,male,-0.2791772222553658,0.8676499825968395,0.055564000225565374,0.07108950830681383,8.0,0.028169014084507043,1.7597315311431885,1.8964300155639648,0.13732394366197184,0.04225352112676056,9.0,0.03169014084507042,0.5631431742496917,0.9919910384342074,0.47261345852895154,0.31888519135123544,0.0,0.06866086418702624,0.05557613745331764,1.2354378575643081,0.076222084,11.0,6.0
neutral,dia9_utt1_enhanced.wav,female,0.013402582913293945,-0.22550575265526815,0.03437383699440402,0.0952923153711848,6.0,0.009554140127388535,2.395451545715332,3.0699052810668945,0.10031847133757962,0.0589171974522293,20.0,0.03184713375796178,0.33696896065521287,0.9993531598593108,0.4755573248407644,0.2841824848992601,0.0,0.051877548576018756,0.039739908610856,1.3054269722665401,0.046845023,13.0,16.0
neutral,dia9_utt2_enhanced.wav,female,-0.20802863583232667,-0.5515623332242444,0.03693595825725689,0.06711910861507998,7.0,0.011965811965811967,2.3394806385040283,3.1068081855773926,0.10256410256410256,0.0547008547008547,20.0,0.03418803418803419,0.3795331686684221,0.9992770748212934,0.3812820512820513,0.22919403837093807,0.0,0.05159681253632013,0.05056874122644704,1.020330174035169,0.049429733,13.0,15.0
neutral,dia9_utt4_enhanced.wav,male,-0.21855679775939382,-0.30404863163009066,0.04774182475536286,0.13821711023620098,2.0,0.011834319526627219,2.0808868408203125,2.2989752292633057,0.08875739644970414,0.21301775147928995,5.0,0.029585798816568046,0.5627876632670222,0.9999986297033274,0.3893491124260355,0.18384759170844914,0.0,0.05417888760115162,0.05151580313929775,1.0516945150724513,0.06300313,5.0,7.0
neutral,dia9_utt5_enhanced.wav,male,0.053416636657332865,0.17739508855418154,0.08057384998566863,0.2776370048019764,1.0,0.015384615384615385,1.7687171697616577,1.7687171697616577,0.12307692307692308,0.47692307692307695,3.0,0.046153846153846156,0.5796009012289384,0.9998868183538434,0.5794871794871795,0.2706798609312133,0.0,0.10152535835901896,0.05609017213185628,1.8100382740911198,0.10362132,2.0,3.0
neutral,dia9_utt6_enhanced.wav,female,0.4111785297551876,-0.5726922979893704,0.05369715931886823,0.07197917359345245,3.0,0.013215859030837005,1.8860143423080444,2.1975960731506348,0.09691629955947137,0.6387665198237885,10.0,0.04405286343612335,0.4545246160705574,0.9985328546026722,0.5519823788546255,0.22387394742188824,0.0,0.05835372994947896,0.04549287743866444,1.2827003529982053,0.07036616,9.0,11.0
neutral,dia9_utt7_enhanced.wav,male,-0.04545694949000031,0.1321167038823856,0.06939644985410472,0.08313097366244752,6.0,0.009630818619582664,1.6900309324264526,1.9325498342514038,0.038523274478330656,0.04654895666131621,31.0,0.04975922953451043,0.5311142113341409,0.9990902387653477,0.515766582094962,0.2795544119559447,0.0,0.07544895767095533,0.05760419995455359,1.3097822334218725,0.08787739,32.0,31.0
neutral,dia9_utt8_enhanced.wav,female,-0.04679868841763938,-1.0713396566668936,0.06417507148516054,0.14002707142916498,5.0,0.01730103806228374,2.009676456451416,2.124392509460449,0.1522491349480969,0.0657439446366782,9.0,0.031141868512110725,0.6452018497867458,0.9999520147757721,0.4044598231449443,0.24183770569014476,0.0,0.09839008512530587,0.07369904616576994,1.3350252173413317,0.08845825,9.0,10.0
neutral,dia9_utt10_enhanced.wav,male,-0.12249897106800521,-0.3756652937403041,0.05117261386417731,0.06924425971519653,8.0,0.011747430249632892,2.205199718475342,2.655682325363159,0.06754772393538913,0.033773861967694566,33.0,0.048458149779735685,0.3992212357098293,0.9888211973011494,0.4767943754727896,0.2912578153257044,0.0,0.04483391646472978,0.04893226782745879,0.9162444018090413,0.06345703,32.0,37.0
neutral,dia9_utt11_enhanced.wav,male,0.0742193638503623,0.41998334252315916,0.05891209913901013,0.060825201906876666,8.0,0.01606425702811245,2.014190912246704,2.3144259452819824,0.0963855421686747,0.2971887550200803,26.0,0.05220883534136546,0.4103234904379441,0.9989618929103017,0.4943620636391721,0.28035886917551367,0.0,0.058645008441737236,0.051219331552369705,1.1449780124868494,0.072564736,24.0,28.0
