Emotion,Audio_ID,Gender,energy_trend,f0_trend,energy_dynamism,f0_dynamism,energy_burst_count,energy_burst_rate,energy_mean_burst_magnitude,energy_max_burst_magnitude,energy_burst_coverage,energy_first_burst_position,energy_peak_count,energy_peak_rate,energy_mean_peak_prominence,energy_max_peak_prominence,energy_peak_position_mean,energy_peak_position_std,energy_peak_width_mean,mean_attack_rate,mean_decay_rate,attack_decay_ratio,envelope_modulation,attack_count,decay_count
neutral,dia1_utt8_enhanced.wav,female,-0.5271532818399076,-0.8023193864949366,0.025810112134352324,0.16181778692681134,2.0,0.009950248756218905,2.494349241256714,3.066509246826172,0.0945273631840796,0.0,3.0,0.014925373134328358,0.3185337036848068,0.4862021803855896,0.11276948590381426,0.07004547954209908,0.0,0.04398141470220354,0.051222002085830484,0.8586430227484235,0.037314683,2.0,5.0
neutral,dia2_utt0_enhanced.wav,female,-0.13812291368730853,0.6155108899323465,0.07150176424067113,0.19402789415427235,2.0,0.01834862385321101,2.0725674629211426,2.08524227142334,0.11009174311926606,0.1651376146788991,5.0,0.045871559633027525,0.6028391518630087,0.9981506024487317,0.5724770642201835,0.271881782634737,0.0,0.06612619870539868,0.10328932437631817,0.6402036135358813,0.09211878,4.0,3.0
neutral,dia2_utt1_enhanced.wav,female,-0.16256365349336674,-1.1580310396367857,0.0843189651503803,0.07250499061939303,3.0,0.02054794520547945,2.064784288406372,2.084031820297241,0.0958904109589041,0.22602739726027396,10.0,0.0684931506849315,0.49043456293875354,0.9984835776267573,0.43630136986301365,0.24262532478429408,0.0,0.08659417123601129,0.0692924183306068,1.2496918612777326,0.10477256,9.0,5.0
neutral,dia2_utt5_enhanced.wav,female,-0.22515345098402637,-0.708446569792705,0.055453451834239186,0.09584083095416476,2.0,0.009009009009009009,2.542384147644043,3.2182488441467285,0.04954954954954955,0.0945945945945946,12.0,0.05405405405405406,0.3465888164840483,0.998705756268464,0.384009009009009,0.28892177138313474,0.0,0.0438572394682676,0.052979009186937695,0.8278229461316704,0.068773694,11.0,10.0
neutral,dia2_utt9_enhanced.wav,female,0.020383929248612157,0.7990227602960882,0.0731357706480565,0.1104893572325402,4.0,0.02030456852791878,1.9378583431243896,2.234259605407715,0.08629441624365482,0.030456852791878174,9.0,0.04568527918781726,0.58250695065039,0.9998213333601598,0.4985899605188945,0.24569993591034472,0.0,0.09873377710212895,0.07449282433356152,1.3254132594036452,0.0961341,9.0,7.0
neutral,dia2_utt11_enhanced.wav,female,0.4800569649139748,0.5192166730041793,0.07645197891586189,0.11623366115062517,3.0,0.025423728813559324,1.876347541809082,2.155623197555542,0.0847457627118644,0.4067796610169492,7.0,0.059322033898305086,0.5084498370332378,0.9461567364633083,0.5351089588377723,0.21263436707118788,0.0,0.09643431386698491,0.06950327048383693,1.3874787933815405,0.09392547,6.0,6.0
neutral,dia3_utt3_enhanced.wav,female,-0.12127427429788519,-0.1916955510460368,0.05024601039426432,0.1081348320609639,4.0,0.01639344262295082,2.0738558769226074,2.420693874359131,0.10655737704918032,0.21721311475409835,10.0,0.040983606557377046,0.4806816738448106,0.99242461938411,0.4467213114754099,0.2731980861986533,0.0,0.048762860277920594,0.04986831616393472,0.9778325002516607,0.06349367,9.0,12.0
neutral,dia3_utt4_enhanced.wav,female,-0.08013504586085936,-0.32908194963223264,0.054356348732592034,0.0848260299721352,3.0,0.01056338028169014,2.4432525634765625,2.4784066677093506,0.07042253521126761,0.1443661971830986,12.0,0.04225352112676056,0.5001166567089967,0.9692322704941034,0.4744718309859155,0.25138529190030096,0.0,0.05281110666737054,0.05664196174165729,0.9323671893328979,0.069567576,12.0,12.0
neutral,dia3_utt5_enhanced.wav,female,-0.23564582261694525,0.1846629256651854,0.042406468012893175,0.08095312069755815,3.0,0.010238907849829351,2.3771543502807617,3.087991714477539,0.07167235494880546,0.06484641638225255,9.0,0.030716723549488054,0.5114234565634332,0.9997249829175416,0.3924914675767918,0.19621193093982037,0.0,0.048165004349180626,0.05351935227711996,0.8999549191063666,0.055597607,10.0,10.0
neutral,dia4_utt5_enhanced.wav,female,-0.4974841316745525,0.0,0.19593659606002667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.5650645792484283,0.5650645792484283,0.3333333333333333,0.0,0.0,0.1412661373615265,0.0,0.0,0.22679932,1.0,0.0
neutral,dia4_utt6_enhanced.wav,female,-1.1391443355879343,-1.1343581202200947,0.056870702899323874,0.13403874222841458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038461538461538464,0.3180878162384033,0.3180878162384033,0.07692307692307693,0.0,0.0,0.029950882707323347,0.04689336764185052,0.6387018935401291,0.07024678,1.0,1.0
neutral,dia4_utt12_enhanced.wav,female,-0.563213502052172,-0.783500084487453,0.03272415025657426,0.16205676986238784,1.0,0.009523809523809525,2.206805944442749,2.206805944442749,0.12380952380952381,0.1523809523809524,2.0,0.01904761904761905,0.5685039361706004,0.9998127694707364,0.3666666666666667,0.1285714285714286,0.0,0.06229925528168678,0.047001348325499785,1.3254780448050971,0.04533233,1.0,3.0
neutral,dia4_utt14_enhanced.wav,female,0.021801125208815702,0.0,0.07416018493609676,0.0,1.0,0.014925373134328358,3.058401107788086,3.058401107788086,0.08955223880597014,0.4925373134328358,1.0,0.014925373134328358,0.9992126228171401,0.9992126228171401,0.5074626865671642,0.0,0.0,0.23930054903030396,0.13369549562533697,1.789892381272967,0.10949294,1.0,2.0
neutral,dia5_utt0_enhanced.wav,female,0.11380925391275083,-0.8549200677949184,0.04714990399117997,0.06878813874587995,2.0,0.011560693641618497,2.005875825881958,2.2895870208740234,0.06358381502890173,0.8439306358381503,7.0,0.04046242774566474,0.42264445866125505,0.9955585231073201,0.5161023947151115,0.29752489724130543,0.0,0.02732516914960012,0.046367915024360024,0.5893120088588082,0.058448173,7.0,5.0
neutral,dia5_utt2_enhanced.wav,female,0.009478930669669051,0.06183446166768022,0.0464407066672784,0.11993189747533552,3.0,0.010238907849829351,2.3840222358703613,2.9403958320617676,0.08532423208191127,0.5733788395904437,14.0,0.04778156996587031,0.35747042240421123,0.9998439719638554,0.5592393954168698,0.2914182939358046,0.0,0.04421979192937244,0.043301299540951424,1.021211658729835,0.05905374,14.0,13.0
neutral,dia8_utt0_enhanced.wav,female,-0.0226327022755803,-0.2174272316778718,0.05385980036730105,0.06789619367893222,6.0,0.014634146341463415,1.9073258638381958,2.364150285720825,0.09024390243902439,0.041463414634146344,17.0,0.041463414634146344,0.5055726465789656,0.9993399446248077,0.47718794835007167,0.2922269776821859,0.0,0.0554728864918,0.04678713491800811,1.1856440149415688,0.06849793,16.0,18.0
neutral,dia8_utt1_enhanced.wav,female,0.13362280327332712,-0.20142179352520145,0.046573988646721694,0.06531226554496825,9.0,0.012211668928086838,1.9994763135910034,2.7082555294036865,0.06919945725915876,0.05970149253731343,32.0,0.04341926729986431,0.4120732350031915,0.9980244762264192,0.524041723202171,0.30999277676869186,0.0,0.040685268453849524,0.04220267584986907,0.964044758644747,0.05878879,30.0,32.0
neutral,dia9_utt1_enhanced.wav,female,0.013402582913293945,-0.22550575265526815,0.03437383699440402,0.0952923153711848,6.0,0.009554140127388535,2.395451545715332,3.0699052810668945,0.10031847133757962,0.0589171974522293,20.0,0.03184713375796178,0.33696896065521287,0.9993531598593108,0.4755573248407644,0.2841824848992601,0.0,0.051877548576018756,0.039739908610856,1.3054269722665401,0.046845023,13.0,16.0
neutral,dia9_utt2_enhanced.wav,female,-0.20802863583232667,-0.5515623332242444,0.03693595825725689,0.06711910861507998,7.0,0.011965811965811967,2.3394806385040283,3.1068081855773926,0.10256410256410256,0.0547008547008547,20.0,0.03418803418803419,0.3795331686684221,0.9992770748212934,0.3812820512820513,0.22919403837093807,0.0,0.05159681253632013,0.05056874122644704,1.020330174035169,0.049429733,13.0,15.0
neutral,dia9_utt6_enhanced.wav,female,0.4111785297551876,-0.5726922979893704,0.05369715931886823,0.07197917359345245,3.0,0.013215859030837005,1.8860143423080444,2.1975960731506348,0.09691629955947137,0.6387665198237885,10.0,0.04405286343612335,0.4545246160705574,0.9985328546026722,0.5519823788546255,0.22387394742188824,0.0,0.05835372994947896,0.04549287743866444,1.2827003529982053,0.07036616,9.0,11.0
neutral,dia9_utt8_enhanced.wav,female,-0.04679868841763938,-1.0713396566668936,0.06417507148516054,0.14002707142916498,5.0,0.01730103806228374,2.009676456451416,2.124392509460449,0.1522491349480969,0.0657439446366782,9.0,0.031141868512110725,0.6452018497867458,0.9999520147757721,0.4044598231449443,0.24183770569014476,0.0,0.09839008512530587,0.07369904616576994,1.3350252173413317,0.08845825,9.0,10.0
neutral,dia10_utt5_enhanced.wav,female,-0.2030626220666562,0.1741286675373206,0.07998584508162067,0.12669765785329803,3.0,0.013215859030837005,1.8101106882095337,2.013766050338745,0.048458149779735685,0.18061674008810572,13.0,0.05726872246696035,0.5526088983393632,0.984873853623867,0.42019654354456115,0.2885354604727452,0.0,0.06587000318588106,0.0655384656538566,1.005058670945632,0.09747081,17.0,5.0
neutral,dia14_utt1_enhanced.wav,female,-0.04089023680266921,0.40386040482416463,0.0653178143222508,0.14594461304478512,3.0,0.010238907849829351,1.7014166116714478,1.7362194061279297,0.04778156996587031,0.28668941979522183,15.0,0.051194539249146756,0.4632423211374165,0.9999213705596048,0.5622298065984074,0.24226943218593375,0.0,0.06207517912518121,0.05399812653871715,1.149580237393472,0.08178208,15.0,16.0
neutral,dia14_utt2_enhanced.wav,female,-0.2178401197653554,0.38512407491934875,0.04041329457883032,0.06602279842235542,14.0,0.015730337078651686,1.9506944417953491,2.4167299270629883,0.12696629213483146,0.0348314606741573,27.0,0.030337078651685393,0.40156448201768974,0.9999562540979241,0.37915106117353303,0.26426192965529105,0.0,0.045345293371285796,0.04499333061995784,1.0078225538424985,0.0552266,27.0,24.0
neutral,dia14_utt4_enhanced.wav,female,-0.01756259167024055,-0.9206753743076163,0.1223923967010677,0.15206512949206955,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06060606060606061,0.7971693812869489,0.9905960587784648,0.5303030303030303,0.25757575757575757,0.0,0.11341209957997005,0.0976681371529897,1.1611985534475653,0.14463574,2.0,3.0
neutral,dia14_utt5_enhanced.wav,female,0.06514172637828003,0.8492694377737545,0.05589434212298801,0.07145129608009224,7.0,0.020348837209302327,1.9209662675857544,2.2721498012542725,0.10465116279069768,0.313953488372093,18.0,0.05232558139534884,0.393862580051872,0.999883180935285,0.5508720930232558,0.2734846511429711,0.0,0.05411424725798649,0.052528656933385556,1.0301852439633419,0.069705345,19.0,19.0
neutral,dia15_utt1_enhanced.wav,female,0.14893991823049885,-0.027752425726537324,0.06413629948418235,0.147275008285873,3.0,0.015957446808510637,1.9376522302627563,2.2867119312286377,0.0797872340425532,0.13297872340425532,11.0,0.05851063829787234,0.4229167870521037,0.9981224291259423,0.5797872340425532,0.22574075218489903,0.0,0.049059348378194124,0.05468898157554644,0.897060924611009,0.07909972,11.0,9.0
neutral,dia15_utt10_enhanced.wav,female,-0.11935052106946031,-0.6476295974276617,0.034144897500692474,0.039506683066511186,9.0,0.011152416356877323,2.2044172286987305,3.0322957038879395,0.11524163568773234,0.030978934324659233,23.0,0.028500619578686492,0.3649357848695692,0.9998939140132279,0.5324066591239697,0.22802328812953335,0.0,0.04096563776987563,0.04413443236699585,0.9282013061645293,0.04759519,21.0,16.0
neutral,dia15_utt11_enhanced.wav,female,-0.21596516493069423,-0.5091083206395297,0.036206523837874746,0.07465342874945606,4.0,0.006791171477079796,2.4883806705474854,2.824227809906006,0.0730050933786078,0.04584040747028863,21.0,0.035653650254668934,0.32269372917445643,0.9998313595715445,0.3867733850755922,0.2753973545041554,0.0,0.05086631183983478,0.04684606953320213,1.0858181347270406,0.048461575,16.0,17.0
neutral,dia15_utt14_enhanced.wav,female,0.29754769417015087,-0.025332931710728427,0.06548939383203298,0.12378008570532197,2.0,0.01015228426395939,1.9557130336761475,2.0179247856140137,0.06091370558375635,0.17766497461928935,10.0,0.050761421319796954,0.5192088554525981,0.9997216825431678,0.5644670050761421,0.2128689750674462,0.0,0.05670851639045687,0.059400541217081125,0.9546801296509039,0.081010245,11.0,10.0
neutral,dia16_utt4_enhanced.wav,female,-0.18004020951573904,-0.3136655924292171,0.06724176705419192,0.06938735277943606,3.0,0.011320754716981131,1.9544793367385864,2.177379846572876,0.05660377358490566,0.1471698113207547,15.0,0.05660377358490566,0.4617146501686269,0.9983193305088207,0.48830188679245284,0.278376346504342,0.0,0.05649016772487111,0.05813756343348202,0.971663832962388,0.08311517,16.0,15.0
neutral,dia17_utt3_enhanced.wav,female,0.4063210496097223,0.20577230917315803,0.06042148104737732,0.15631338484290516,3.0,0.022222222222222223,1.7514902353286743,1.8982547521591187,0.13333333333333333,0.2814814814814815,5.0,0.037037037037037035,0.5404851772349503,0.9999589959588775,0.554074074074074,0.30221495997084313,0.0,0.0689167836810643,0.10094764286821539,0.6826982951056463,0.08143436,4.0,2.0
neutral,dia17_utt5_enhanced.wav,female,0.19312654456540215,-0.5034192690347284,0.03983229068703564,0.08463757862865046,2.0,0.00881057268722467,2.625500202178955,3.389069080352783,0.05726872246696035,0.6123348017621145,8.0,0.03524229074889868,0.36888428236125037,0.9975062105804682,0.6101321585903083,0.23051058065112123,0.0,0.042881158656544155,0.045026836035743596,0.9523466988109904,0.05461797,5.0,5.0
neutral,dia20_utt10_enhanced.wav,female,0.018733211323737984,0.7520019559981895,0.07500923506769515,0.11808370365527333,2.0,0.01694915254237288,1.9346332550048828,2.063356637954712,0.09322033898305085,0.2796610169491525,5.0,0.0423728813559322,0.6089670488378033,0.9989562266273424,0.5033898305084745,0.22673886790766976,0.0,0.06782195624851045,0.07117262468974392,0.9529219491926887,0.096269675,6.0,5.0
neutral,dia21_utt9_enhanced.wav,female,-0.34723329323198926,0.3167686483044497,0.04688581158155321,0.23331633025933896,2.0,0.01282051282051282,2.1771109104156494,2.37241268157959,0.1282051282051282,0.14102564102564102,5.0,0.03205128205128205,0.44857859271578493,0.9952960005030036,0.49230769230769234,0.2818880646628064,0.0,0.049476963636421026,0.05181125950191047,0.9549461663752187,0.062278397,7.0,7.0
neutral,dia21_utt10_enhanced.wav,female,-0.07074737375203007,-0.7641203624169677,0.03833645008384886,0.07817731043010417,4.0,0.009852216748768473,2.1555395126342773,3.5665035247802734,0.054187192118226604,0.10098522167487685,17.0,0.04187192118226601,0.3578739875378072,0.9999936234294182,0.4926108374384236,0.24772266841943513,0.0,0.037583702170517666,0.0389195668288212,0.9656762711625484,0.048921462,16.0,16.0
neutral,dia21_utt12_enhanced.wav,female,-0.4246820206322372,-1.0437787699349266,0.054084538211172366,0.04125915963630773,1.0,0.005376344086021506,2.622539758682251,2.622539758682251,0.043010752688172046,0.17204301075268819,9.0,0.04838709677419355,0.4068986489954922,0.8993187770247459,0.3805256869772999,0.25099559952867356,0.0,0.04633753099611827,0.042886919548941985,1.0804583654752469,0.06588301,10.0,8.0
